Timestamp,Do you consent to participate in this academic research survey?,Age,"Program or Field of Study (e.g., BSc CSIT, BBA, MBBS, etc.)", Current Year of Study,Living Situation,Current CGPA(average GPA that you remember) or Overall CGPA (if graduated),Have you ever given compart exam or repeated course?,Average attendance in semesters till now,Daily study hours (outside class including the time of assignments and projects),I revise class materials regularly,Rate your faculty's academic teaching capability,"Use of online platforms (YouTube, Coursera, etc.)",How often do you do group studies?,Do you ask for help with teachers while facing academic difficulties?,Stress level regarding academics,Average sleep per night,Do you feel supported by friends or family in your academics?,How is your friend circle academically?,Estimated monthly household income (NPR),Are you the first in your family to attend university?,Do you work a part-time job while studying?,How much does financial pressure affect your studies?,Do family responsibilities affect your study time?,I am confident I will complete my degree,I feel motivated to do well in university,Anything else you'd like to share about your academic experience or challenges?,Column 28
06/26/2025 13:25:16,Yes,20,BBA,4th,At home with family,3.66,Yes,>90%,1 to 2,2,4,Rarely,Sometimes,No,3,6–7 hrs,Always,2,">50,000",Yes,No,5,Significantly,4,4,,
07/05/2025 10:46:39,Yes,20,MBA,Graduated,At home with family,3.15,No,>90%,<1,1,3,Frequently,Sometimes,Rarely,2,7–8 hrs,Always,5,">50,000",Yes,No,1,Sometimes,1,4,,
06/25/2025 01:48:07,Yes,20,BE,Graduated,Rented/shared room,2.96,No,>90%,<1,3,3,Rarely,Sometimes,No,5,6–7 hrs,Frequently,5,">50,000",No,No,3,Significantly,4,4,,
07/10/2025 08:38:18,Yes,21,MBBS,Graduated,At home with family,3.89,Yes,75%–90%,3 to 4,2,2,Never,Sometimes,Sometimes,5,6–7 hrs,Sometimes,4,">50,000",No,No,2,Rarely,4,5,,
07/15/2025 04:46:30,Yes,23,MBBS,4th,At home with family,3.65,No,>90%,<1,2,3,Rarely,Frequently,Sometimes,4,<5 hrs,Always,5,">50,000",No,Yes,2,No,5,4,,
07/27/2025 16:24:33,Yes,23,Bpt,2nd,At home with family,3.95,No,50%–75%,1 to 2,1,4,Always,Never,Rarely,2,6–7 hrs,Sometimes,1,"15,000–30,000",No,No,5,Rarely,5,5,,
05/20/2025 04:35:37,Yes,19,Nursing,1st,Rented/shared room,3.34,Yes,75%–90%,1 to 2,3,4,Frequently,Frequently,Sometimes,5,>8 hrs,Always,5,">50,000",Yes,No,2,Rarely,5,2,,
05/16/2025 03:37:24,Yes,23,BE,Graduated,At home with family,4.0,No,75%–90%,<1,4,5,Frequently,Sometimes,Rarely,4,6–7 hrs,Always,4,">50,000",No,No,2,Sometimes,2,4,,
05/15/2025 20:30:22,Yes,22,BBIS,4th,At home with family,4.0,No,>90%,1 to 2,3,3,Sometimes,Frequently,Rarely,3,7–8 hrs,Never,4,"30,000–50,000",No,No,4,Rarely,5,3,,
06/20/2025 16:26:49,Yes,22,BCA,5th,At home with family,3.46,No,>90%,2 to 3,3,3,Rarely,Never,Sometimes,5,<5 hrs,Always,4,"30,000–50,000",No,No,2,No,5,4,,
06/20/2025 01:15:13,Yes,23,CM,4th,Alone,3.68,No,75%–90%,2 to 3,3,4,Frequently,Sometimes,Sometimes,4,7–8 hrs,Frequently,5,">50,000",Yes,No,5,Rarely,5,1,Remote learning was difficult to adapt to initially.,
07/24/2025 06:47:43,Yes,25,B.Sc,Graduated,Rented/shared room,3.64,No,75%–90%,1 to 2,1,4,Always,Sometimes,No,4,6–7 hrs,Always,5,">50,000",Yes,No,3,Significantly,5,4,,
06/07/2025 19:19:46,Yes,23,MPPM,4th,Rented/shared room,3.5,No,75%–90%,2 to 3,1,4,Frequently,Rarely,Sometimes,2,6–7 hrs,Sometimes,4,"30,000–50,000",Yes,No,5,Rarely,3,2,,
06/26/2025 21:51:21,Yes,22,MPPM,4th,Alone,2.92,Yes,>90%,<1,2,3,Sometimes,Sometimes,No,4,7–8 hrs,Frequently,4,">50,000",No,No,3,Sometimes,4,4,,
07/06/2025 21:38:50,Yes,20,B.A.LLB,Graduated,Hostel,3.88,Yes,>90%,1 to 2,3,3,Always,Rarely,Sometimes,1,5–6 hrs,Always,4,"30,000–50,000",No,No,2,Sometimes,3,1,,
05/23/2025 10:01:08,Yes,22,BCE,Graduated,At home with family,4.0,Yes,75%–90%,<1,2,3,Rarely,Never,Rarely,5,6–7 hrs,Always,5,">50,000",Yes,No,2,Rarely,5,3,No,
06/22/2025 11:48:02,Yes,26,BBIS,5th,Rented/shared room,3.32,No,75%–90%,1 to 2,1,3,Frequently,Frequently,Rarely,2,7–8 hrs,Frequently,3,">50,000",Yes,No,4,Rarely,5,3,,
05/18/2025 01:32:53,Yes,28,CS,Graduated,Rented/shared room,3.57,No,>90%,1 to 2,2,3,Sometimes,Never,"Yes, regularly",2,6–7 hrs,Always,2,">50,000",No,No,3,No,5,1,Maintaining mental health while pursuing academic excellence is crucial.,
07/23/2025 06:09:18,Yes,22,Bpt,4th,At home with family,2.58,No,75%–90%,<1,2,3,Frequently,Sometimes,Rarely,3,6–7 hrs,Always,3,"15,000–30,000",Yes,Yes,3,Sometimes,5,4,"The harder you work, the luckier you get.",
06/24/2025 22:46:23,Yes,24,CA,4th,At home with family,3.11,Yes,75%–90%,<1,1,2,Sometimes,Frequently,No,4,7–8 hrs,Always,3,"30,000–50,000",No,No,5,Significantly,1,5,,
07/16/2025 13:17:35,Yes,22,Btech AI,4th,Rented/shared room,2.91,No,75%–90%,<1,4,2,Rarely,Rarely,Sometimes,1,5–6 hrs,Always,1,">50,000",Yes,Yes,3,Sometimes,5,2,,
06/25/2025 22:01:35,Yes,23,Mechanical Engineering,1st,Hostel,3.29,No,>90%,2 to 3,5,3,Sometimes,Rarely,No,4,7–8 hrs,Sometimes,5,">50,000",No,Yes,1,Sometimes,5,2,,
07/25/2025 09:44:55,Yes,24,CE,4th,Hostel,3.43,No,>90%,<1,4,1,Frequently,Sometimes,Rarely,3,7–8 hrs,Always,1,"30,000–50,000",Yes,No,2,Rarely,5,1,,
07/17/2025 09:04:08,Yes,25,B.Tech in AI,3rd,At home with family,3.55,No,75%–90%,3 to 4,2,2,Always,Never,Sometimes,2,<5 hrs,Always,3,"<15,000",Yes,Yes,4,Significantly,5,1,,
06/06/2025 19:52:16,Yes,24,GE,Graduated,Rented/shared room,2.86,No,>90%,1 to 2,4,2,Frequently,Rarely,Rarely,2,6–7 hrs,Sometimes,4,">50,000",No,No,2,Rarely,4,5,,
06/13/2025 16:54:39,Yes,21,CE,4th,At home with family,3.51,No,75%–90%,<1,1,3,Rarely,Rarely,"Yes, regularly",2,6–7 hrs,Always,4,">50,000",No,No,1,Sometimes,2,1,,
06/17/2025 14:37:01,Yes,25,Computer Engineering,4th,At home with family,3.51,No,>90%,<1,5,1,Frequently,Never,Rarely,4,5–6 hrs,Never,2,"30,000–50,000",No,Yes,2,Sometimes,1,2,Financial constraints make it hard to focus fully on academics.,
05/24/2025 05:30:26,Yes,23,BBA,Graduated,Rented/shared room,3.53,Yes,50%–75%,1 to 2,1,2,Always,Sometimes,Sometimes,5,5–6 hrs,Always,2,"<15,000",Yes,No,4,Rarely,3,2,Balancing work and studies is challenging but rewarding.,
07/17/2025 11:38:30,Yes,40,Mechanical Engineering,Graduated,Other,3.53,No,50%–75%,1 to 2,1,4,Frequently,Never,Sometimes,4,5–6 hrs,Sometimes,5,">50,000",Yes,Yes,2,Significantly,5,4,Not enough focus on skill development beyond theoretical knowledge.,
05/28/2025 14:10:44,Yes,41,BBM LLB,4th,At home with family,3.64,Yes,75%–90%,1 to 2,4,3,Sometimes,Rarely,Rarely,5,6–7 hrs,Always,5,"<15,000",Yes,No,2,No,5,1,,
06/18/2025 16:28:41,Yes,22,CM,1st,At home with family,3.63,No,75%–90%,<1,1,5,Frequently,Rarely,Sometimes,2,7–8 hrs,Sometimes,4,"30,000–50,000",Yes,Yes,5,Rarely,5,1,,
05/23/2025 05:19:18,Yes,24,BSc.CS,5th,Rented/shared room,3.59,Yes,>90%,3 to 4,1,4,Frequently,Never,Sometimes,5,6–7 hrs,Never,4,"30,000–50,000",Yes,No,2,Sometimes,5,1,,
06/19/2025 03:11:07,Yes,22,Bpt,5th,At home with family,3.22,No,75%–90%,<1,4,1,Never,Never,Sometimes,5,7–8 hrs,Always,3,">50,000",Yes,No,2,No,5,1,,
05/25/2025 18:52:12,Yes,23,MBA,4th,Rented/shared room,3.63,No,<50%,3 to 4,3,2,Frequently,Frequently,"Yes, regularly",5,>8 hrs,Always,3,"<15,000",No,No,1,Sometimes,4,4,,
07/28/2025 07:18:17,Yes,21,BA.LLB,4th,Rented/shared room,3.29,No,>90%,1 to 2,1,1,Never,Rarely,No,3,6–7 hrs,Rarely,3,"15,000–30,000",No,No,4,Sometimes,5,4,,
07/27/2025 18:52:50,Yes,25,MPhil,3rd,At home with family,3.04,Yes,>90%,3 to 4,3,4,Rarely,Sometimes,Rarely,2,>8 hrs,Always,1,"15,000–30,000",No,Yes,4,No,5,4,,
07/06/2025 12:50:04,Yes,23,Mechanical Engineering,5th,Rented/shared room,2.79,No,>90%,<1,1,4,Rarely,Never,Rarely,1,7–8 hrs,Sometimes,5,"15,000–30,000",No,No,1,No,5,2,,
06/11/2025 13:05:46,Yes,25,Environmental Engineering,4th,Hostel,3.14,No,>90%,<1,1,5,Sometimes,Rarely,Rarely,2,5–6 hrs,Always,4,">50,000",Yes,Yes,1,Rarely,5,5,,
06/03/2025 01:11:52,Yes,20,GE,1st,Rented/shared room,2.73,Yes,>90%,2 to 3,1,4,Frequently,Rarely,Sometimes,4,7–8 hrs,Frequently,5,"15,000–30,000",No,No,4,Rarely,3,3,,
07/29/2025 17:25:20,Yes,22,BSc.CS,4th,At home with family,2.48,No,>90%,<1,2,1,Frequently,Rarely,Sometimes,4,5–6 hrs,Always,4,">50,000",No,No,1,Sometimes,5,1,,
07/16/2025 08:52:28,Yes,22,ENE,3rd,Hostel,3.08,No,50%–75%,>4,2,4,Frequently,Rarely,Rarely,4,<5 hrs,Always,4,">50,000",No,No,4,No,5,3,,
05/26/2025 10:08:50,Yes,20,B.A.LLB,1st,Other,2.64,No,75%–90%,1 to 2,4,5,Sometimes,Rarely,Sometimes,5,6–7 hrs,Rarely,1,">50,000",No,Yes,5,Sometimes,5,4,,
05/31/2025 15:05:23,Yes,24,BCA,4th,Hostel,3.14,No,75%–90%,1 to 2,2,5,Sometimes,Rarely,"Yes, regularly",1,6–7 hrs,Always,3,"30,000–50,000",Yes,Yes,4,Rarely,5,4,,
06/07/2025 01:15:43,Yes,41,Btech AI,Graduated,At home with family,3.53,Yes,75%–90%,1 to 2,3,4,Sometimes,Rarely,No,2,5–6 hrs,Always,1,"15,000–30,000",No,No,2,Rarely,5,3,,
06/30/2025 18:45:39,Yes,24,Computer science,5th,Rented/shared room,3.3,Yes,>90%,2 to 3,5,1,Frequently,Frequently,"Yes, regularly",1,6–7 hrs,Always,5,">50,000",No,Yes,1,No,4,4,,
05/13/2025 21:20:25,Yes,22,B.Tech in AI,5th,Other,3.6,Yes,50%–75%,1 to 2,3,5,Sometimes,Rarely,"Yes, regularly",2,5–6 hrs,Always,4,"30,000–50,000",No,No,5,Significantly,4,2,Faculty support varies greatly across departments.,
05/25/2025 17:48:48,Yes,30,LLB,Graduated,At home with family,2.89,Yes,>90%,<1,1,1,Always,Sometimes,No,5,7–8 hrs,Always,2,">50,000",No,Yes,3,No,5,5,,
07/20/2025 23:26:38,Yes,29,BIT,2nd,At home with family,4.0,No,<50%,<1,1,4,Always,Sometimes,Rarely,5,7–8 hrs,Sometimes,4,"<15,000",No,Yes,3,No,5,4,,
05/26/2025 13:51:29,Yes,23,B.Tech,4th,At home with family,3.78,No,75%–90%,1 to 2,2,3,Frequently,Rarely,Sometimes,5,7–8 hrs,Always,5,"30,000–50,000",Yes,No,5,Sometimes,4,1,,
06/07/2025 18:20:00,Yes,29,MBS,Graduated,Rented/shared room,4.0,Yes,75%–90%,3 to 4,5,1,Rarely,Frequently,Sometimes,2,6–7 hrs,Always,5,"30,000–50,000",Yes,Yes,4,No,4,1,,
05/17/2025 05:24:04,Yes,24,BE,3rd,Alone,2.93,Yes,<50%,<1,3,3,Never,Never,"Yes, regularly",5,5–6 hrs,Always,5,"<15,000",Yes,No,3,Significantly,5,5,,
07/18/2025 21:17:37,Yes,25,Geomatics Engineering,4th,At home with family,3.96,No,75%–90%,1 to 2,4,1,Sometimes,Never,Sometimes,3,7–8 hrs,Sometimes,4,">50,000",No,No,4,No,3,5,,
07/10/2025 21:02:16,Yes,24,MBA,4th,Alone,4.0,No,>90%,<1,1,3,Always,Never,"Yes, regularly",2,7–8 hrs,Sometimes,5,">50,000",Yes,No,5,No,4,5,,
07/22/2025 17:46:25,Yes,24,Civil Engineering,1st,Alone,3.59,No,>90%,<1,2,2,Never,Never,Rarely,3,<5 hrs,Sometimes,3,"30,000–50,000",No,No,3,Rarely,5,5,,
06/10/2025 15:09:35,Yes,25,Civil Engineering,4th,Alone,3.36,No,75%–90%,<1,4,4,Frequently,Sometimes,Rarely,3,<5 hrs,Always,4,"15,000–30,000",No,No,3,No,5,2,,
06/07/2025 12:27:21,Yes,19,Computer science,Graduated,Rented/shared room,3.15,No,50%–75%,1 to 2,3,2,Rarely,Sometimes,"Yes, regularly",2,5–6 hrs,Always,5,"30,000–50,000",No,Yes,2,Rarely,5,5,Faculty support varies greatly across departments.,
07/09/2025 14:42:14,Yes,24,MBA,4th,At home with family,3.64,No,>90%,3 to 4,4,5,Always,Never,Sometimes,3,7–8 hrs,Always,4,">50,000",Yes,No,4,Sometimes,2,1,,
05/15/2025 15:49:01,Yes,22,BIM,3rd,Rented/shared room,3.31,No,>90%,1 to 2,1,1,Frequently,Frequently,Sometimes,1,5–6 hrs,Never,3,"30,000–50,000",No,No,5,Rarely,2,5,The journey of a thousand miles begins with a single step.,
05/18/2025 00:26:14,Yes,24,BA.LLB,Graduated,Hostel,3.29,No,<50%,<1,1,3,Frequently,Rarely,"Yes, regularly",1,6–7 hrs,Rarely,5,"30,000–50,000",No,No,4,Sometimes,4,5,,
07/22/2025 18:26:52,Yes,23,Civil Engineering,4th,At home with family,2.75,No,50%–75%,2 to 3,3,4,Sometimes,Sometimes,No,4,<5 hrs,Always,2,"15,000–30,000",No,No,2,No,5,3,,
05/15/2025 23:55:29,Yes,24,BSc,2nd,At home with family,3.18,No,>90%,1 to 2,3,3,Rarely,Sometimes,No,4,7–8 hrs,Sometimes,2,">50,000",No,No,3,Rarely,5,3,,
07/10/2025 03:11:27,Yes,23,BBIS,Graduated,Hostel,2.8,No,>90%,<1,3,3,Sometimes,Never,Rarely,4,>8 hrs,Always,3,">50,000",No,No,3,Significantly,1,3,,
06/09/2025 01:35:13,Yes,22,LLB,3rd,Rented/shared room,2.61,Yes,50%–75%,<1,5,2,Sometimes,Never,Sometimes,5,>8 hrs,Always,5,"15,000–30,000",No,No,1,Significantly,5,2,No,
06/02/2025 07:19:17,Yes,25,Nursing,Graduated,Rented/shared room,3.54,No,75%–90%,2 to 3,1,4,Sometimes,Sometimes,"Yes, regularly",4,6–7 hrs,Rarely,4,"15,000–30,000",No,No,5,Significantly,5,1,,
05/28/2025 06:18:50,Yes,25,Computer science,Graduated,Rented/shared room,3.1,Yes,>90%,<1,2,1,Always,Never,"Yes, regularly",3,>8 hrs,Sometimes,4,">50,000",No,No,1,Sometimes,3,5,The academic system needs more practical applications.,
05/30/2025 07:35:19,Yes,23,B.Tech in AI,Graduated,Other,3.25,No,>90%,3 to 4,3,4,Rarely,Sometimes,Rarely,5,6–7 hrs,Always,4,">50,000",No,No,3,Rarely,4,3,,
05/26/2025 21:18:35,Yes,24,Nursing,Graduated,At home with family,3.63,No,75%–90%,<1,1,1,Sometimes,Sometimes,Sometimes,3,5–6 hrs,Rarely,5,">50,000",No,No,3,Rarely,5,2,,
06/09/2025 21:43:49,Yes,25,Environmental Engineering,4th,At home with family,2.82,No,>90%,1 to 2,1,2,Never,Never,Sometimes,3,7–8 hrs,Never,5,">50,000",No,No,3,Rarely,5,4,Infrastructure limitations affect learning experience.,
07/20/2025 05:32:11,Yes,23,B.A.LLB,Graduated,Hostel,2.83,No,75%–90%,2 to 3,1,2,Frequently,Never,Sometimes,2,6–7 hrs,Always,5,">50,000",Yes,Yes,4,Significantly,5,4,Never give up on your dreams.,
07/08/2025 11:47:59,Yes,25,CS,Graduated,Hostel,4.0,Yes,<50%,2 to 3,1,4,Sometimes,Sometimes,Rarely,5,6–7 hrs,Always,1,"30,000–50,000",Yes,No,4,No,5,4,,
05/31/2025 04:45:53,Yes,22,BPT,4th,At home with family,2.92,No,>90%,>4,5,4,Never,Rarely,"Yes, regularly",5,6–7 hrs,Always,4,">50,000",No,No,5,Rarely,5,5,,
05/22/2025 13:13:21,Yes,23,Nursing,Graduated,At home with family,3.22,Yes,>90%,<1,1,2,Never,Rarely,No,5,7–8 hrs,Sometimes,4,">50,000",No,No,1,Sometimes,5,4,,
07/16/2025 13:29:05,Yes,25,Btech AI,Graduated,Alone,3.45,No,75%–90%,1 to 2,4,4,Sometimes,Rarely,Sometimes,3,6–7 hrs,Always,2,"30,000–50,000",No,No,5,Rarely,2,3,,
06/25/2025 19:25:56,Yes,22,CM,4th,At home with family,3.49,No,<50%,1 to 2,1,3,Never,Rarely,No,1,6–7 hrs,Always,5,"30,000–50,000",Yes,No,2,No,5,2,,
05/23/2025 15:27:57,Yes,23,CA,5th,Rented/shared room,4.0,No,75%–90%,<1,3,1,Frequently,Sometimes,Rarely,4,5–6 hrs,Always,4,"30,000–50,000",No,Yes,2,Sometimes,2,4,,
07/11/2025 13:53:01,Yes,23,EMBA,4th,Rented/shared room,3.93,Yes,>90%,<1,3,1,Frequently,Never,Sometimes,4,6–7 hrs,Rarely,2,"30,000–50,000",No,Yes,2,No,5,5,,
07/02/2025 12:59:59,Yes,23,CS,4th,Rented/shared room,2.99,No,75%–90%,<1,5,2,Never,Rarely,Sometimes,3,>8 hrs,Always,2,"<15,000",No,No,2,Sometimes,5,4,,
07/29/2025 15:48:09,Yes,23,BBM LLB,4th,Rented/shared room,3.38,No,75%–90%,<1,2,4,Sometimes,Sometimes,Rarely,4,6–7 hrs,Frequently,4,"30,000–50,000",Yes,No,3,No,5,4,,
07/23/2025 15:54:45,Yes,23,BE,4th,Alone,3.55,No,>90%,<1,2,4,Rarely,Rarely,Sometimes,5,7–8 hrs,Always,5,"15,000–30,000",No,No,2,Rarely,5,1,,
06/15/2025 06:33:32,Yes,25,GE,3rd,Rented/shared room,2.64,No,>90%,3 to 4,1,1,Rarely,Rarely,Rarely,5,7–8 hrs,Sometimes,4,">50,000",No,No,3,Sometimes,5,3,,
06/09/2025 10:14:31,Yes,22,CA,Graduated,At home with family,2.95,No,>90%,1 to 2,1,3,Frequently,Rarely,Sometimes,5,>8 hrs,Frequently,1,">50,000",Yes,No,1,Sometimes,5,5,,
07/01/2025 16:10:18,Yes,23,BPT,3rd,At home with family,3.26,No,>90%,<1,4,1,Never,Rarely,Sometimes,1,<5 hrs,Always,5,"30,000–50,000",No,No,2,No,4,5,,
06/27/2025 01:47:56,Yes,24,MPhil,Graduated,Hostel,3.08,No,>90%,1 to 2,2,2,Frequently,Never,"Yes, regularly",2,6–7 hrs,Always,5,"15,000–30,000",No,No,3,No,4,5,,
07/03/2025 07:19:21,Yes,23,BDS,4th,Rented/shared room,3.5,No,75%–90%,3 to 4,1,3,Frequently,Frequently,Rarely,2,5–6 hrs,Always,1,">50,000",No,No,3,Rarely,5,4,,
06/03/2025 11:38:25,Yes,23,Btech AI,4th,At home with family,3.49,No,<50%,<1,3,2,Rarely,Sometimes,Rarely,3,6–7 hrs,Rarely,2,">50,000",No,No,1,Significantly,5,4,,
06/01/2025 15:25:03,Yes,29,B.A.LLB,3rd,Hostel,3.54,No,>90%,2 to 3,3,4,Sometimes,Rarely,"Yes, regularly",2,<5 hrs,Always,3,">50,000",No,Yes,1,No,5,4,,
06/14/2025 05:24:45,Yes,24,BBIS,3rd,Hostel,3.21,No,>90%,1 to 2,1,3,Rarely,Never,"Yes, regularly",1,5–6 hrs,Sometimes,4,">50,000",No,No,5,Rarely,5,2,,
06/08/2025 05:57:03,Yes,25,Bpt,3rd,Rented/shared room,3.51,No,50%–75%,1 to 2,5,5,Never,Rarely,Rarely,4,6–7 hrs,Always,5,"30,000–50,000",Yes,No,3,No,4,3,,
06/13/2025 04:03:46,Yes,23,Mechanical Engineering,4th,Hostel,3.06,No,<50%,<1,4,4,Sometimes,Never,No,3,6–7 hrs,Always,3,"15,000–30,000",No,No,3,No,4,3,,
05/28/2025 23:05:34,Yes,23,EMBA,4th,Other,3.83,No,>90%,1 to 2,5,3,Sometimes,Sometimes,Rarely,3,6–7 hrs,Never,5,"<15,000",Yes,No,5,Sometimes,1,4,Believe in yourself and all that you are.,
06/17/2025 01:21:30,Yes,21,BCA,Graduated,Hostel,3.43,No,75%–90%,1 to 2,3,3,Sometimes,Frequently,Rarely,5,6–7 hrs,Rarely,1,"30,000–50,000",No,No,1,Significantly,5,4,,
07/03/2025 15:35:02,Yes,25,BE,Graduated,Rented/shared room,3.87,Yes,75%–90%,2 to 3,1,4,Rarely,Rarely,Sometimes,2,>8 hrs,Never,5,"15,000–30,000",Yes,No,1,No,5,5,,
07/04/2025 22:18:48,Yes,24,BA.LLB,2nd,Rented/shared room,3.37,Yes,75%–90%,<1,1,5,Frequently,Rarely,No,4,6–7 hrs,Always,5,"15,000–30,000",Yes,Yes,4,Rarely,4,1,,
07/12/2025 21:23:50,Yes,26,BCE,4th,At home with family,3.09,No,<50%,1 to 2,2,4,Rarely,Sometimes,Rarely,4,6–7 hrs,Always,5,"30,000–50,000",No,No,3,Rarely,5,5,,
07/11/2025 08:02:02,Yes,19,BBA,Graduated,Rented/shared room,4.0,No,>90%,<1,1,5,Frequently,Sometimes,"Yes, regularly",5,6–7 hrs,Always,4,"15,000–30,000",No,Yes,1,Significantly,5,1,,
06/09/2025 00:04:18,Yes,38,Computer Engineering,2nd,At home with family,3.52,Yes,75%–90%,3 to 4,3,4,Frequently,Rarely,Sometimes,1,6–7 hrs,Always,1,"30,000–50,000",No,Yes,5,Sometimes,5,4,Remote learning was difficult to adapt to initially.,
06/13/2025 20:38:41,Yes,39,B.Tech in AI,4th,Hostel,3.58,No,>90%,2 to 3,4,3,Rarely,Sometimes,Rarely,1,5–6 hrs,Sometimes,3,"15,000–30,000",Yes,Yes,5,Significantly,5,4,,
05/29/2025 14:53:30,Yes,25,Bpt,4th,Hostel,4.0,No,75%–90%,2 to 3,4,3,Sometimes,Never,Rarely,5,7–8 hrs,Always,4,">50,000",No,No,3,No,5,1,,
05/24/2025 00:56:35,Yes,22,BA.LLB,4th,Hostel,3.24,Yes,50%–75%,<1,2,3,Always,Never,Sometimes,3,<5 hrs,Sometimes,3,">50,000",No,No,4,Sometimes,4,3,The academic system needs more practical applications.,
05/14/2025 08:02:04,Yes,24,ME,Graduated,Alone,3.91,No,<50%,<1,3,2,Frequently,Rarely,"Yes, regularly",4,6–7 hrs,Sometimes,4,"15,000–30,000",Yes,No,5,Sometimes,5,4,,
06/09/2025 15:41:09,Yes,22,Computer Engineering,2nd,At home with family,3.03,No,>90%,1 to 2,3,2,Frequently,Never,Sometimes,5,6–7 hrs,Sometimes,5,">50,000",No,No,1,No,1,4,,
07/04/2025 14:51:46,Yes,41,MBA,4th,Rented/shared room,2.84,Yes,>90%,1 to 2,2,3,Frequently,Rarely,Rarely,4,6–7 hrs,Rarely,1,"15,000–30,000",No,Yes,1,Significantly,2,5,,
07/07/2025 20:22:14,Yes,26,B.A.LLB,2nd,Rented/shared room,3.3,No,>90%,>4,3,1,Frequently,Never,"Yes, regularly",5,5–6 hrs,Always,1,">50,000",No,No,2,No,5,2,,
05/30/2025 09:24:44,Yes,23,BA.LLB,4th,At home with family,2.81,No,>90%,2 to 3,1,4,Sometimes,Never,Sometimes,3,5–6 hrs,Always,3,">50,000",No,No,2,Sometimes,5,4,,
07/17/2025 02:28:20,Yes,22,BIT,2nd,Hostel,3.58,No,>90%,1 to 2,2,4,Frequently,Rarely,"Yes, regularly",4,>8 hrs,Always,5,">50,000",Yes,No,3,Sometimes,5,4,,
07/17/2025 23:34:15,Yes,25,BBA,4th,Rented/shared room,3.02,No,>90%,<1,3,2,Always,Frequently,Rarely,5,6–7 hrs,Always,4,"30,000–50,000",Yes,No,3,Rarely,2,5,,
06/15/2025 09:59:48,Yes,22,B.Tech in AI,4th,At home with family,3.37,No,50%–75%,1 to 2,3,3,Frequently,Frequently,No,2,6–7 hrs,Never,3,">50,000",Yes,Yes,2,No,5,4,,
06/07/2025 09:57:38,Yes,22,MPPM,Graduated,Hostel,4.0,No,<50%,<1,5,1,Sometimes,Never,No,4,>8 hrs,Always,5,">50,000",No,No,4,Significantly,5,3,,
05/15/2025 01:02:15,Yes,21,Nursing,Graduated,At home with family,2.71,No,75%–90%,<1,1,2,Frequently,Sometimes,No,5,6–7 hrs,Always,5,"<15,000",No,Yes,3,No,5,3,Faculty support varies greatly across departments.,
05/17/2025 09:59:57,Yes,28,Mechanical Engineering,4th,At home with family,3.05,Yes,>90%,3 to 4,1,2,Rarely,Rarely,"Yes, regularly",3,6–7 hrs,Always,5,"30,000–50,000",No,No,1,No,5,2,,
05/26/2025 01:02:23,Yes,25,BSc,5th,Rented/shared room,3.11,Yes,75%–90%,2 to 3,1,1,Sometimes,Frequently,"Yes, regularly",2,6–7 hrs,Always,5,">50,000",Yes,No,2,Rarely,4,3,,
07/26/2025 07:57:11,Yes,22,ENE,4th,Alone,3.72,No,75%–90%,<1,2,4,Frequently,Frequently,Sometimes,5,<5 hrs,Always,4,">50,000",Yes,Yes,3,Sometimes,4,5,,
06/23/2025 23:15:12,Yes,23,B.Tech in AI,Graduated,At home with family,3.58,No,>90%,2 to 3,2,2,Rarely,Rarely,Sometimes,3,6–7 hrs,Always,4,"30,000–50,000",No,No,2,No,5,4,,
06/24/2025 00:16:44,Yes,44,BCA,Graduated,Rented/shared room,3.41,No,>90%,3 to 4,1,3,Frequently,Rarely,"Yes, regularly",2,7–8 hrs,Always,4,"<15,000",No,Yes,5,Significantly,5,5,,
07/10/2025 15:59:40,Yes,22,B.Tech in AI,Graduated,Rented/shared room,2.88,Yes,75%–90%,1 to 2,1,4,Sometimes,Never,Rarely,2,7–8 hrs,Frequently,4,">50,000",Yes,No,2,Rarely,5,1,,
05/19/2025 19:31:02,Yes,41,MBA,1st,At home with family,4.0,No,>90%,1 to 2,1,2,Never,Sometimes,Sometimes,4,6–7 hrs,Never,5,">50,000",No,No,2,Sometimes,5,5,,
07/03/2025 06:00:30,Yes,22,BCE,4th,Hostel,3.78,No,50%–75%,<1,3,2,Sometimes,Rarely,Sometimes,4,<5 hrs,Frequently,3,"30,000–50,000",No,No,4,Rarely,5,5,,
05/26/2025 05:18:08,Yes,23,Civil Engineering,Graduated,At home with family,3.35,Yes,<50%,2 to 3,2,4,Always,Sometimes,Rarely,5,7–8 hrs,Always,3,">50,000",No,Yes,5,Sometimes,4,5,,
05/29/2025 17:05:33,Yes,22,EMBA,2nd,At home with family,3.67,No,>90%,<1,1,2,Sometimes,Rarely,Rarely,5,>8 hrs,Always,2,">50,000",Yes,No,5,Rarely,4,4,,
05/24/2025 00:32:14,Yes,27,LLB,Graduated,At home with family,3.24,Yes,50%–75%,1 to 2,2,1,Frequently,Rarely,No,5,7–8 hrs,Always,1,">50,000",No,No,4,Sometimes,5,5,Outdated teaching methodologies need revision.,
06/19/2025 00:40:06,Yes,22,BPT,4th,At home with family,3.51,No,50%–75%,1 to 2,3,1,Frequently,Rarely,Rarely,3,<5 hrs,Always,4,"15,000–30,000",No,No,5,No,3,5,,
